sample,Source,Tissue,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-24-1423-01,TCGA Tumor,ovarian,OV,-6.45324,20.20635,30,42
TCGA-23-1114-01,TCGA Tumor,ovarian,OV,-5.316488,20.226887,30,42
TCGA-24-1436-01,TCGA Tumor,ovarian,OV,-7.765189,23.873158,30,42
TCGA-13-0727-01,TCGA Tumor,ovarian,OV,-6.8438725,20.776012,30,42
TCGA-24-1435-01,TCGA Tumor,ovarian,OV,-6.981717,21.732483,30,42
TCGA-57-1583-01,TCGA Tumor,ovarian,OV,-6.8035965,19.631365,30,42
TCGA-09-1659-01,TCGA Tumor,ovarian,OV,-7.6454983,23.095743,30,42
TCGA-59-2363-01,TCGA Tumor,ovarian,OV,-7.9415393,21.84598,30,42
TCGA-24-1546-01,TCGA Tumor,ovarian,OV,-8.068878,22.044851,30,42
TCGA-13-1505-01,TCGA Tumor,ovarian,OV,-8.021005,21.991016,30,42
TCGA-25-1315-01,TCGA Tumor,ovarian,OV,-7.8729353,21.908588,30,42
TCGA-04-1337-01,TCGA Tumor,ovarian,OV,-7.9479375,23.43898,30,42
TCGA-24-1430-01,TCGA Tumor,ovarian,OV,-6.521537,19.629194,30,42
TCGA-29-1762-01,TCGA Tumor,ovarian,OV,-6.747849,20.671284,30,42
TCGA-29-1783-01,TCGA Tumor,ovarian,OV,-6.221547,20.518906,30,42
TCGA-10-0938-01,TCGA Tumor,ovarian,OV,-6.7042885,20.186024,30,42
TCGA-30-1718-01,TCGA Tumor,ovarian,OV,-5.99808,20.764944,30,42
TCGA-24-2280-01,TCGA Tumor,ovarian,OV,-5.805119,19.905836,30,42
TCGA-30-1866-01,TCGA Tumor,ovarian,OV,-5.493544,20.131317,30,42
TCGA-24-1846-01,TCGA Tumor,ovarian,OV,-6.6256313,19.613989,30,42
TCGA-24-1552-01,TCGA Tumor,ovarian,OV,-6.811745,20.292797,30,42
TCGA-13-1477-01,TCGA Tumor,ovarian,OV,-6.8164,19.887568,30,42
TCGA-20-0987-01,TCGA Tumor,ovarian,OV,-6.809806,19.993776,30,42
TCGA-59-2355-01,TCGA Tumor,ovarian,OV,-6.6269608,19.719065,30,42
TCGA-57-1993-01,TCGA Tumor,ovarian,OV,-4.7186313,20.165688,30,42
TCGA-57-1994-01,TCGA Tumor,ovarian,OV,-4.99896,20.084787,30,42
TCGA-29-1766-01,TCGA Tumor,ovarian,OV,-5.5952086,20.491386,30,42
TCGA-36-1581-01,TCGA Tumor,ovarian,OV,-6.0459003,19.83945,30,42
TCGA-24-1557-01,TCGA Tumor,ovarian,OV,-8.090039,22.00656,30,42
TCGA-24-1426-01,TCGA Tumor,ovarian,OV,-6.709311,19.577246,30,42
TCGA-24-1844-01,TCGA Tumor,ovarian,OV,-6.7667713,19.581072,30,42
TCGA-29-2414-01,TCGA Tumor,ovarian,OV,-7.986672,22.030249,30,42
TCGA-24-1558-01,TCGA Tumor,ovarian,OV,-7.5356274,23.930195,30,42
TCGA-09-1665-01,TCGA Tumor,ovarian,OV,-5.0668344,19.602194,30,42
TCGA-24-1928-01,TCGA Tumor,ovarian,OV,-6.2361717,20.387074,30,42
TCGA-25-1870-01,TCGA Tumor,ovarian,OV,-5.0262156,4.1351447,30,42
TCGA-09-1661-01,TCGA Tumor,ovarian,OV,-6.7193565,20.148218,30,42
TCGA-24-1565-01,TCGA Tumor,ovarian,OV,-7.69165,23.577639,30,42
TCGA-13-1498-01,TCGA Tumor,ovarian,OV,-7.8799877,23.548874,30,42
TCGA-20-1686-01,TCGA Tumor,ovarian,OV,-7.7550244,21.745869,30,42
TCGA-04-1362-01,TCGA Tumor,ovarian,OV,-6.8089733,19.63062,30,42
TCGA-61-1911-01,TCGA Tumor,ovarian,OV,-4.973296,20.009552,30,42
TCGA-24-1564-01,TCGA Tumor,ovarian,OV,-6.2696776,20.350143,30,42
TCGA-20-0991-01,TCGA Tumor,ovarian,OV,-7.767923,23.61531,30,42
TCGA-30-1861-01,TCGA Tumor,ovarian,OV,-7.9194455,23.543648,30,42
TCGA-24-2289-01,TCGA Tumor,ovarian,OV,-7.4404635,23.715126,30,42
TCGA-23-1122-01,TCGA Tumor,ovarian,OV,-7.3235397,21.76325,30,42
TCGA-36-1574-01,TCGA Tumor,ovarian,OV,-8.015778,21.96784,30,42
TCGA-25-1623-01,TCGA Tumor,ovarian,OV,-6.578022,20.43513,30,42
TCGA-29-1774-01,TCGA Tumor,ovarian,OV,-7.5256877,24.312244,30,42
TCGA-24-1843-01,TCGA Tumor,ovarian,OV,-4.6764355,20.252127,30,42
TCGA-29-1785-01,TCGA Tumor,ovarian,OV,-5.399215,20.609015,30,42
TCGA-25-1632-01,TCGA Tumor,ovarian,OV,-6.584582,20.554996,30,42
TCGA-23-1111-01,TCGA Tumor,ovarian,OV,-7.7513766,22.823715,30,42
TCGA-29-2425-01,TCGA Tumor,ovarian,OV,-7.798948,23.780367,30,42
TCGA-10-0937-01,TCGA Tumor,ovarian,OV,-6.7607837,19.655375,30,42
TCGA-20-1685-01,TCGA Tumor,ovarian,OV,-7.3325276,20.057775,30,42
TCGA-36-1569-01,TCGA Tumor,ovarian,OV,-6.461033,20.002989,30,42
TCGA-59-A5PD-01,TCGA Tumor,ovarian,OV,-6.511724,19.549574,30,42
TCGA-29-2427-01,TCGA Tumor,ovarian,OV,-6.6042137,20.253796,30,42
TCGA-25-1635-01,TCGA Tumor,ovarian,OV,-7.3152947,24.09005,30,42
TCGA-23-1023-01,TCGA Tumor,ovarian,OV,-7.928408,23.53703,30,42
TCGA-30-1891-01,TCGA Tumor,ovarian,OV,-6.8176093,20.76743,30,42
TCGA-13-1482-01,TCGA Tumor,ovarian,OV,-5.8187065,21.784132,30,42
TCGA-25-2401-01,TCGA Tumor,ovarian,OV,-7.0724273,20.40129,30,42
TCGA-04-1519-01,TCGA Tumor,ovarian,OV,-7.2781076,19.894835,30,42
TCGA-04-1651-01,TCGA Tumor,ovarian,OV,-6.8081436,20.910572,30,42
TCGA-23-1809-01,TCGA Tumor,ovarian,OV,-7.862424,22.06791,30,42
TCGA-24-1103-01,TCGA Tumor,ovarian,OV,-6.3675237,19.796484,30,42
TCGA-13-0760-01,TCGA Tumor,ovarian,OV,-7.3128653,19.979921,30,42
TCGA-13-0887-01,TCGA Tumor,ovarian,OV,-6.6103487,19.531704,30,42
TCGA-24-2262-01,TCGA Tumor,ovarian,OV,-7.9074697,22.038979,30,42
TCGA-20-1682-01,TCGA Tumor,ovarian,OV,-5.671778,20.981836,30,42
TCGA-25-2409-01,TCGA Tumor,ovarian,OV,-6.8063297,19.602951,30,42
TCGA-23-1119-01,TCGA Tumor,ovarian,OV,-7.643602,23.59623,30,42
TCGA-24-1470-01,TCGA Tumor,ovarian,OV,-6.780971,19.53819,30,42
TCGA-24-1550-01,TCGA Tumor,ovarian,OV,-5.3172464,19.989532,30,42
TCGA-24-1603-01,TCGA Tumor,ovarian,OV,-7.8302956,23.60869,30,42
TCGA-23-1123-01,TCGA Tumor,ovarian,OV,-7.86468,21.85796,30,42
TCGA-25-1322-01,TCGA Tumor,ovarian,OV,-6.3014073,20.39218,30,42
TCGA-25-1324-01,TCGA Tumor,ovarian,OV,-7.942178,23.49664,30,42
TCGA-61-2098-01,TCGA Tumor,ovarian,OV,-6.4179907,20.298803,30,42
TCGA-24-2024-01,TCGA Tumor,ovarian,OV,-7.5936604,24.343164,30,42
TCGA-13-0724-01,TCGA Tumor,ovarian,OV,-6.6872206,19.657045,30,42
TCGA-24-2027-01,TCGA Tumor,ovarian,OV,-8.008929,21.946312,30,42
TCGA-24-1850-01,TCGA Tumor,ovarian,OV,-7.063574,19.507927,30,42
TCGA-61-2102-01,TCGA Tumor,ovarian,OV,-6.551885,23.296576,30,42
TCGA-25-1321-01,TCGA Tumor,ovarian,OV,-7.2946672,21.508785,30,42
TCGA-24-2297-01,TCGA Tumor,ovarian,OV,-6.715722,20.077589,30,42
TCGA-13-0797-01,TCGA Tumor,ovarian,OV,-6.895231,19.784899,30,42
TCGA-57-1586-01,TCGA Tumor,ovarian,OV,-7.976334,23.529392,30,42
TCGA-13-1483-01,TCGA Tumor,ovarian,OV,-7.9121795,22.904057,30,42
TCGA-61-1725-01,TCGA Tumor,ovarian,OV,-7.974555,21.901033,30,42
TCGA-24-1417-01,TCGA Tumor,ovarian,OV,-7.7548885,23.724869,30,42
TCGA-25-1326-01,TCGA Tumor,ovarian,OV,-7.2229486,20.21374,30,42
TCGA-10-0931-01,TCGA Tumor,ovarian,OV,-7.9529614,23.402945,30,42
TCGA-09-1670-01,TCGA Tumor,ovarian,OV,-6.2948513,20.369425,30,42
TCGA-29-1688-01,TCGA Tumor,ovarian,OV,-7.272118,20.071218,30,42
TCGA-61-2101-01,TCGA Tumor,ovarian,OV,-6.9494066,20.067116,30,42
TCGA-25-1319-01,TCGA Tumor,ovarian,OV,-6.996711,19.540459,30,42
TCGA-20-1683-01,TCGA Tumor,ovarian,OV,-6.314144,20.351011,30,42
TCGA-36-1575-01,TCGA Tumor,ovarian,OV,-7.9412913,21.874088,30,42
TCGA-24-1849-01,TCGA Tumor,ovarian,OV,-7.341739,23.731117,30,42
TCGA-09-2044-01,TCGA Tumor,ovarian,OV,-7.671473,23.730576,30,42
TCGA-09-1667-01,TCGA Tumor,ovarian,OV,-6.355869,20.369684,30,42
TCGA-59-2352-01,TCGA Tumor,ovarian,OV,-7.991819,21.943714,30,42
TCGA-61-2008-01,TCGA Tumor,ovarian,OV,-6.9668446,20.275425,30,42
TCGA-10-0926-01,TCGA Tumor,ovarian,OV,-7.126044,20.332483,30,42
TCGA-61-2095-01,TCGA Tumor,ovarian,OV,-6.566533,19.720718,30,42
TCGA-09-2056-01,TCGA Tumor,ovarian,OV,-6.4488125,20.863579,30,42
TCGA-13-1403-01,TCGA Tumor,ovarian,OV,-6.7833276,19.728575,30,42
TCGA-13-0923-01,TCGA Tumor,ovarian,OV,-7.7681165,23.689798,30,42
TCGA-13-1407-01,TCGA Tumor,ovarian,OV,-6.837231,20.749382,30,42
TCGA-10-0936-01,TCGA Tumor,ovarian,OV,-6.9764953,20.980896,30,42
TCGA-13-0799-01,TCGA Tumor,ovarian,OV,-7.218412,20.090075,30,42
TCGA-24-0982-01,TCGA Tumor,ovarian,OV,-6.699964,20.184305,30,42
TCGA-23-1109-01,TCGA Tumor,ovarian,OV,-6.5674763,19.985498,30,42
TCGA-31-1951-01,TCGA Tumor,ovarian,OV,-7.220423,20.270342,30,42
TCGA-10-0933-01,TCGA Tumor,ovarian,OV,-6.8257484,20.738337,30,42
TCGA-24-1427-01,TCGA Tumor,ovarian,OV,-8.058,21.973616,30,42
TCGA-59-2350-01,TCGA Tumor,ovarian,OV,-7.008504,19.556423,30,42
TCGA-13-0900-01,TCGA Tumor,ovarian,OV,-6.805792,20.70156,30,42
TCGA-61-2088-01,TCGA Tumor,ovarian,OV,-7.901608,23.793154,30,42
TCGA-23-1022-01,TCGA Tumor,ovarian,OV,-7.1435294,20.160374,30,42
TCGA-25-1313-01,TCGA Tumor,ovarian,OV,-6.857899,20.357328,30,42
TCGA-VG-A8LO-01,TCGA Tumor,ovarian,OV,-6.8696713,19.951553,30,42
TCGA-OY-A56Q-01,TCGA Tumor,ovarian,OV,-6.7419896,20.095776,30,42
TCGA-13-1510-01,TCGA Tumor,ovarian,OV,-7.183674,23.027874,30,42
TCGA-25-1317-01,TCGA Tumor,ovarian,OV,-8.00849,23.499134,30,42
TCGA-13-1488-01,TCGA Tumor,ovarian,OV,-6.6095147,20.20149,30,42
TCGA-24-1545-01,TCGA Tumor,ovarian,OV,-6.4734974,19.92394,30,42
TCGA-23-1032-01,TCGA Tumor,ovarian,OV,-6.7641244,20.74815,30,42
TCGA-61-2104-01,TCGA Tumor,ovarian,OV,-6.5972333,19.733917,30,42
TCGA-13-1509-01,TCGA Tumor,ovarian,OV,-6.6962175,19.54587,30,42
TCGA-13-0897-01,TCGA Tumor,ovarian,OV,-7.944677,23.558823,30,42
TCGA-24-1434-01,TCGA Tumor,ovarian,OV,-7.862537,22.40816,30,42
TCGA-13-0908-01,TCGA Tumor,ovarian,OV,-6.9150677,20.328419,30,42
TCGA-29-1776-01,TCGA Tumor,ovarian,OV,-7.2723775,19.960287,30,42
TCGA-29-1711-01,TCGA Tumor,ovarian,OV,-5.9993587,20.498762,30,42
TCGA-13-1487-01,TCGA Tumor,ovarian,OV,-7.15428,20.205988,30,42
TCGA-04-1347-01,TCGA Tumor,ovarian,OV,-7.2568455,20.20572,30,42
TCGA-29-1703-01,TCGA Tumor,ovarian,OV,-6.5587344,20.79647,30,42
TCGA-04-1542-01,TCGA Tumor,ovarian,OV,-7.923454,21.907024,30,42
TCGA-23-1116-01,TCGA Tumor,ovarian,OV,-7.950358,23.480612,30,42
TCGA-09-1662-01,TCGA Tumor,ovarian,OV,-6.9181867,19.489115,30,42
TCGA-29-1694-01,TCGA Tumor,ovarian,OV,-7.4900603,23.907438,30,42
TCGA-04-1365-01,TCGA Tumor,ovarian,OV,-6.7985115,19.647934,30,42
TCGA-04-1356-01,TCGA Tumor,ovarian,OV,-7.306313,20.039371,30,42
TCGA-04-1361-01,TCGA Tumor,ovarian,OV,-6.7360096,20.127237,30,42
TCGA-13-1497-01,TCGA Tumor,ovarian,OV,-6.781348,19.480974,30,42
TCGA-04-1332-01,TCGA Tumor,ovarian,OV,-7.8832636,22.980673,30,42
TCGA-25-1877-01,TCGA Tumor,ovarian,OV,-4.4440737,20.206278,30,42
TCGA-24-1471-01,TCGA Tumor,ovarian,OV,-7.0375795,20.26953,30,42
TCGA-23-1030-01,TCGA Tumor,ovarian,OV,-6.6132126,19.546722,30,42
TCGA-13-0888-01,TCGA Tumor,ovarian,OV,-6.19708,19.701231,30,42
TCGA-24-2298-01,TCGA Tumor,ovarian,OV,-6.8846884,20.33695,30,42
TCGA-25-1631-01,TCGA Tumor,ovarian,OV,-7.99714,22.121115,30,42
TCGA-24-1416-01,TCGA Tumor,ovarian,OV,-7.204342,20.16805,30,42
TCGA-13-0883-01,TCGA Tumor,ovarian,OV,-7.153683,20.20808,30,42
TCGA-29-1710-01,TCGA Tumor,ovarian,OV,-7.360929,24.716997,30,42
TCGA-24-2267-01,TCGA Tumor,ovarian,OV,-7.8817644,21.854445,30,42
TCGA-61-1919-01,TCGA Tumor,ovarian,OV,-6.7997365,19.49521,30,42
TCGA-29-1778-01,TCGA Tumor,ovarian,OV,-6.7739825,19.571043,30,42
TCGA-13-0901-01,TCGA Tumor,ovarian,OV,-6.970663,21.712751,30,42
TCGA-31-1946-01,TCGA Tumor,ovarian,OV,-6.9272623,19.484715,30,42
TCGA-13-0891-01,TCGA Tumor,ovarian,OV,-8.09733,22.078966,30,42
TCGA-25-2397-01,TCGA Tumor,ovarian,OV,-7.6504903,23.080978,30,42
TCGA-24-2281-01,TCGA Tumor,ovarian,OV,-7.043458,19.598835,30,42
TCGA-25-2398-01,TCGA Tumor,ovarian,OV,-6.9071283,19.469147,30,42
TCGA-23-1024-01,TCGA Tumor,ovarian,OV,-5.698011,20.024544,30,42
TCGA-13-1489-01,TCGA Tumor,ovarian,OV,-6.882264,19.723886,30,42
TCGA-30-1860-01,TCGA Tumor,ovarian,OV,-6.144658,20.295624,30,42
TCGA-13-0714-01,TCGA Tumor,ovarian,OV,-7.4882455,22.144075,30,42
TCGA-24-1422-01,TCGA Tumor,ovarian,OV,-7.8987365,21.833712,30,42
TCGA-61-1995-01,TCGA Tumor,ovarian,OV,-7.1485014,20.023657,30,42
TCGA-25-1871-01,TCGA Tumor,ovarian,OV,-7.3339534,19.90798,30,42
TCGA-04-1357-01,TCGA Tumor,ovarian,OV,-6.8451843,19.740572,30,42
TCGA-24-1463-01,TCGA Tumor,ovarian,OV,-7.3606124,19.975636,30,42
TCGA-61-2016-01,TCGA Tumor,ovarian,OV,-7.91849,23.576221,30,42
TCGA-5X-AA5U-01,TCGA Tumor,ovarian,OV,-6.3212132,20.323061,30,42
TCGA-24-2036-01,TCGA Tumor,ovarian,OV,-7.9449015,21.897232,30,42
TCGA-61-2002-01,TCGA Tumor,ovarian,OV,-5.6206183,20.729073,30,42
TCGA-23-2081-01,TCGA Tumor,ovarian,OV,-7.8561788,21.80597,30,42
TCGA-29-1701-01,TCGA Tumor,ovarian,OV,-5.7492867,20.009712,30,42
TCGA-23-1118-01,TCGA Tumor,ovarian,OV,-7.211797,19.92561,30,42
TCGA-24-1467-01,TCGA Tumor,ovarian,OV,-8.021018,23.436974,30,42
TCGA-09-1673-01,TCGA Tumor,ovarian,OV,-6.598173,19.473408,30,42
TCGA-24-1428-01,TCGA Tumor,ovarian,OV,-6.6081657,19.906153,30,42
TCGA-23-1120-01,TCGA Tumor,ovarian,OV,-6.7883816,20.32777,30,42
TCGA-61-2109-01,TCGA Tumor,ovarian,OV,-8.060278,22.002827,30,42
TCGA-04-1338-01,TCGA Tumor,ovarian,OV,-6.1997714,21.284803,30,42
TCGA-61-1914-01,TCGA Tumor,ovarian,OV,-4.806021,19.96625,30,42
TCGA-23-1110-01,TCGA Tumor,ovarian,OV,-6.761416,20.220951,30,42
TCGA-31-1944-01,TCGA Tumor,ovarian,OV,-7.335243,19.975544,30,42
TCGA-59-2351-01,TCGA Tumor,ovarian,OV,-7.979397,21.928022,30,42
TCGA-29-1769-01,TCGA Tumor,ovarian,OV,-7.326045,20.134073,30,42
TCGA-09-2051-01,TCGA Tumor,ovarian,OV,-7.5816298,23.98688,30,42
TCGA-61-1910-01,TCGA Tumor,ovarian,OV,-7.0120587,20.075762,30,42
TCGA-04-1343-01,TCGA Tumor,ovarian,OV,-6.8209786,20.740723,30,42
TCGA-25-1626-01,TCGA Tumor,ovarian,OV,-5.383696,19.977436,30,42
TCGA-13-1492-01,TCGA Tumor,ovarian,OV,-7.7093067,23.562164,30,42
TCGA-24-1544-01,TCGA Tumor,ovarian,OV,-7.049835,20.092876,30,42
TCGA-23-2077-01,TCGA Tumor,ovarian,OV,-8.004624,21.99441,30,42
TCGA-36-1568-01,TCGA Tumor,ovarian,OV,-7.878774,22.912542,30,42
TCGA-13-1511-01,TCGA Tumor,ovarian,OV,-6.560122,19.777584,30,42
TCGA-30-1855-01,TCGA Tumor,ovarian,OV,-7.255312,19.955973,30,42
TCGA-24-2035-01,TCGA Tumor,ovarian,OV,-6.1036453,20.59447,30,42
TCGA-57-1585-01,TCGA Tumor,ovarian,OV,-4.860685,19.978775,30,42
TCGA-61-2113-01,TCGA Tumor,ovarian,OV,-7.4775257,24.439499,30,42
TCGA-61-2000-01,TCGA Tumor,ovarian,OV,-6.634696,19.722258,30,42
TCGA-10-0934-01,TCGA Tumor,ovarian,OV,-5.7478247,20.105232,30,42
TCGA-13-0762-01,TCGA Tumor,ovarian,OV,-7.266529,20.789066,30,42
TCGA-31-1956-01,TCGA Tumor,ovarian,OV,-6.44163,20.19613,30,42
TCGA-25-2399-01,TCGA Tumor,ovarian,OV,-6.888473,19.439407,30,42
TCGA-13-0911-01,TCGA Tumor,ovarian,OV,-7.292595,19.95242,30,42
TCGA-59-2348-01,TCGA Tumor,ovarian,OV,-7.4471936,23.972734,30,42
TCGA-24-2019-01,TCGA Tumor,ovarian,OV,-6.462431,20.23619,30,42
TCGA-13-0893-01,TCGA Tumor,ovarian,OV,-7.8792505,22.14988,30,42
TCGA-13-0804-01,TCGA Tumor,ovarian,OV,-7.224807,19.974613,30,42
TCGA-61-1741-01,TCGA Tumor,ovarian,OV,-6.745268,19.59482,30,42
TCGA-36-1577-01,TCGA Tumor,ovarian,OV,-8.019219,21.958092,30,42
TCGA-61-2012-01,TCGA Tumor,ovarian,OV,-4.5967226,20.207342,30,42
TCGA-13-1411-01,TCGA Tumor,ovarian,OV,-7.6842713,23.95369,30,42
TCGA-29-1691-01,TCGA Tumor,ovarian,OV,-7.8659654,21.83468,30,42
TCGA-25-2391-01,TCGA Tumor,ovarian,OV,-7.1807384,19.983906,30,42
TCGA-13-1405-01,TCGA Tumor,ovarian,OV,-6.48718,19.71993,30,42
TCGA-29-1777-01,TCGA Tumor,ovarian,OV,-6.5712547,20.777729,30,42
TCGA-WR-A838-01,TCGA Tumor,ovarian,OV,-7.877182,23.713488,30,42
TCGA-61-1728-01,TCGA Tumor,ovarian,OV,-7.6249013,23.708506,30,42
TCGA-13-0924-01,TCGA Tumor,ovarian,OV,-7.87026,21.838171,30,42
TCGA-24-1464-01,TCGA Tumor,ovarian,OV,-6.37812,19.666965,30,42
TCGA-61-1733-01,TCGA Tumor,ovarian,OV,-5.579731,19.974876,30,42
TCGA-25-1323-01,TCGA Tumor,ovarian,OV,-6.759851,20.17674,30,42
TCGA-24-1424-01,TCGA Tumor,ovarian,OV,-7.304492,19.943438,30,42
TCGA-61-1918-01,TCGA Tumor,ovarian,OV,-6.4781804,20.201902,30,42
TCGA-13-1408-01,TCGA Tumor,ovarian,OV,-7.395113,22.962864,30,42
TCGA-61-1724-01,TCGA Tumor,ovarian,OV,-6.2969356,20.33245,30,42
TCGA-23-1107-01,TCGA Tumor,ovarian,OV,-6.7048864,20.483425,30,42
TCGA-29-1696-01,TCGA Tumor,ovarian,OV,-7.731481,21.582561,30,42
TCGA-29-2428-01,TCGA Tumor,ovarian,OV,-6.8256245,20.739252,30,42
TCGA-29-1690-01,TCGA Tumor,ovarian,OV,-6.828854,24.059366,30,42
TCGA-25-1320-01,TCGA Tumor,ovarian,OV,-6.499278,19.800428,30,42
TCGA-09-2045-01,TCGA Tumor,ovarian,OV,-7.400709,23.962198,30,42
TCGA-36-1570-01,TCGA Tumor,ovarian,OV,-7.9062567,21.884703,30,42
TCGA-24-0970-01,TCGA Tumor,ovarian,OV,-7.809818,23.51587,30,42
TCGA-29-1697-01,TCGA Tumor,ovarian,OV,-6.89392,19.434193,30,42
TCGA-25-1318-01,TCGA Tumor,ovarian,OV,-6.67188,19.681026,30,42
TCGA-09-2054-01,TCGA Tumor,ovarian,OV,-6.9830217,23.7372,30,42
TCGA-09-0364-01,TCGA Tumor,ovarian,OV,-6.075474,19.768919,30,42
TCGA-13-1499-01,TCGA Tumor,ovarian,OV,-7.5369754,22.994389,30,42
TCGA-25-1314-01,TCGA Tumor,ovarian,OV,-7.2390456,20.171036,30,42
TCGA-24-1560-01,TCGA Tumor,ovarian,OV,-7.0927453,19.858877,30,42
TCGA-29-1693-01,TCGA Tumor,ovarian,OV,-7.7965674,23.673666,30,42
TCGA-13-0905-01,TCGA Tumor,ovarian,OV,-6.944583,23.673193,30,42
TCGA-36-1578-01,TCGA Tumor,ovarian,OV,-6.584595,19.647577,30,42
TCGA-13-1404-01,TCGA Tumor,ovarian,OV,-7.7036924,23.839518,30,42
TCGA-31-1953-01,TCGA Tumor,ovarian,OV,-6.695391,19.771698,30,42
TCGA-09-1666-01,TCGA Tumor,ovarian,OV,-6.1294694,20.44167,30,42
TCGA-13-1506-01,TCGA Tumor,ovarian,OV,-6.650874,20.570557,30,42
TCGA-13-0768-01,TCGA Tumor,ovarian,OV,-7.339856,22.185068,30,42
TCGA-24-2020-01,TCGA Tumor,ovarian,OV,-4.844093,20.12699,30,42
TCGA-57-1584-01,TCGA Tumor,ovarian,OV,-7.9368663,23.55117,30,42
TCGA-09-2053-01,TCGA Tumor,ovarian,OV,-7.8321843,22.101952,30,42
TCGA-25-1634-01,TCGA Tumor,ovarian,OV,-6.914422,20.486439,30,42
TCGA-61-1738-01,TCGA Tumor,ovarian,OV,-4.711374,19.975105,30,42
TCGA-13-0920-01,TCGA Tumor,ovarian,OV,-6.8416853,20.644756,30,42
TCGA-25-2393-01,TCGA Tumor,ovarian,OV,-7.0806613,21.600496,30,42
TCGA-61-2092-01,TCGA Tumor,ovarian,OV,-6.9850116,20.312517,30,42
TCGA-09-1669-01,TCGA Tumor,ovarian,OV,-6.6435432,19.724638,30,42
TCGA-61-1721-01,TCGA Tumor,ovarian,OV,-5.593009,23.326822,30,42
TCGA-59-2354-01,TCGA Tumor,ovarian,OV,-8.041892,22.031925,30,42
TCGA-24-1563-01,TCGA Tumor,ovarian,OV,-6.0237656,19.745562,30,42
TCGA-04-1341-01,TCGA Tumor,ovarian,OV,-6.7171464,20.55484,30,42
TCGA-29-1702-01,TCGA Tumor,ovarian,OV,-7.2892537,21.630167,30,42
TCGA-13-0919-01,TCGA Tumor,ovarian,OV,-6.8652053,20.676138,30,42
TCGA-24-1616-01,TCGA Tumor,ovarian,OV,-6.668712,19.525408,30,42
TCGA-13-0730-01,TCGA Tumor,ovarian,OV,-7.6108375,23.790585,30,42
TCGA-13-1507-01,TCGA Tumor,ovarian,OV,-7.898457,21.997375,30,42
TCGA-24-2288-01,TCGA Tumor,ovarian,OV,-7.5301332,24.226017,30,42
TCGA-29-1784-01,TCGA Tumor,ovarian,OV,-6.253907,19.831974,30,42
TCGA-13-0725-01,TCGA Tumor,ovarian,OV,-7.861582,22.89636,30,42
TCGA-13-1481-01,TCGA Tumor,ovarian,OV,-6.74463,20.558748,30,42
TCGA-24-2254-01,TCGA Tumor,ovarian,OV,-6.0578656,20.355879,30,42
GTEX-PWCY-1326-SM-48TCU,GTEx,ovarian,GTEX,-5.507098,22.939175,30,42
GTEX-14AS3-1326-SM-5RQJE,GTEx,ovarian,GTEX,-5.519846,23.170029,30,42
GTEX-13N11-0526-SM-5IJFI,GTEx,ovarian,GTEX,-5.6401653,23.3374,30,42
GTEX-WWYW-2726-SM-4MVOP,GTEx,ovarian,GTEX,-5.982872,22.742783,30,42
GTEX-T5JW-0426-SM-4DM7M,GTEx,ovarian,GTEX,-6.322963,22.436153,30,42
GTEX-11I78-1926-SM-59878,GTEx,ovarian,GTEX,-5.626362,22.785423,30,42
GTEX-133LE-1226-SM-5IFGC,GTEx,ovarian,GTEX,-5.4181337,22.541447,30,42
GTEX-13PL7-2326-SM-5L3FY,GTEx,ovarian,GTEX,-5.552825,23.04427,30,42
GTEX-11ZTS-1926-SM-5CVLA,GTEx,ovarian,GTEX,-5.542312,23.252645,30,42
GTEX-145ME-1226-SM-5SIB6,GTEx,ovarian,GTEX,-5.663014,23.308416,30,42
GTEX-Y114-1726-SM-4TT7U,GTEx,ovarian,GTEX,-5.6290274,23.323833,30,42
GTEX-WI4N-2526-SM-4OOSE,GTEx,ovarian,GTEX,-6.3690047,22.461079,30,42
GTEX-RWS6-1026-SM-47JXD,GTEx,ovarian,GTEX,-5.569328,23.292633,30,42
GTEX-13QIC-1526-SM-5IJFL,GTEx,ovarian,GTEX,-5.539179,23.19885,30,42
GTEX-YFC4-2726-SM-5IFJW,GTEx,ovarian,GTEX,-5.6619167,23.323181,30,42
GTEX-13OVJ-2426-SM-5KM3I,GTEx,ovarian,GTEX,-5.5756817,23.353672,30,42
GTEX-PLZ4-2826-SM-3P617,GTEx,ovarian,GTEX,-5.8153205,22.775194,30,42
GTEX-ZLWG-0926-SM-4WWC3,GTEx,ovarian,GTEX,-5.4909706,23.092253,30,42
GTEX-PWN1-2426-SM-48TDD,GTEx,ovarian,GTEX,-5.499234,23.138834,30,42
GTEX-13PVR-1226-SM-5RQJ2,GTEx,ovarian,GTEX,-5.8971496,22.238596,30,42
GTEX-11ZVC-1426-SM-5EGGA,GTEx,ovarian,GTEX,-5.6255507,23.01284,30,42
GTEX-11EMC-1726-SM-5H11P,GTEx,ovarian,GTEX,-5.501798,23.080046,30,42
GTEX-QCQG-1426-SM-48U22,GTEx,ovarian,GTEX,-5.822302,22.851303,30,42
GTEX-X8HC-2726-SM-46MUA,GTEx,ovarian,GTEX,-5.588745,23.295303,30,42
GTEX-OHPK-2426-SM-3MJGH,GTEx,ovarian,GTEX,-5.5982184,23.335304,30,42
