sample,Source,Tissue,Cancer,UMAP1,UMAP2,pca_n,umap_seed
TCGA-EL-A3H5-01,TCGA Tumor,thyroid,THCA,-1.8155599,16.095295,30,42
TCGA-EL-A3ZS-01,TCGA Tumor,thyroid,THCA,-2.5089822,17.080864,30,42
TCGA-DO-A2HM-01,TCGA Tumor,thyroid,THCA,-1.9748193,17.406303,30,42
TCGA-IM-A3EB-01,TCGA Tumor,thyroid,THCA,-2.5112543,17.076311,30,42
TCGA-ET-A2MX-01,TCGA Tumor,thyroid,THCA,0.2681668,17.658964,30,42
TCGA-EL-A3CX-01,TCGA Tumor,thyroid,THCA,-2.770744,16.675966,30,42
TCGA-ET-A39N-01,TCGA Tumor,thyroid,THCA,-0.19391888,17.165396,30,42
TCGA-DJ-A3V2-01,TCGA Tumor,thyroid,THCA,-1.7847387,16.015177,30,42
TCGA-DE-A69J-01,TCGA Tumor,thyroid,THCA,-1.6906579,16.09113,30,42
TCGA-DE-A4MD-01,TCGA Tumor,thyroid,THCA,-1.6291125,16.023645,30,42
TCGA-EM-A3AQ-01,TCGA Tumor,thyroid,THCA,-1.6791639,16.235762,30,42
TCGA-EL-A3GX-01,TCGA Tumor,thyroid,THCA,-1.8766769,15.997076,30,42
TCGA-EL-A3ZT-11,TCGA Normal,thyroid,THCA,-0.09675851,17.0971,30,42
TCGA-FY-A76V-01,TCGA Tumor,thyroid,THCA,0.29499733,17.656372,30,42
TCGA-CE-A484-01,TCGA Tumor,thyroid,THCA,-2.1924064,16.615734,30,42
TCGA-EL-A3GO-01,TCGA Tumor,thyroid,THCA,-1.9821596,16.034655,30,42
TCGA-EM-A3SU-01,TCGA Tumor,thyroid,THCA,-1.54371,16.083624,30,42
TCGA-EM-A2CQ-01,TCGA Tumor,thyroid,THCA,-2.6051347,16.855911,30,42
TCGA-H2-A2K9-11,TCGA Normal,thyroid,THCA,0.15603809,17.65926,30,42
TCGA-EM-A3AK-01,TCGA Tumor,thyroid,THCA,0.1019195,16.454865,30,42
TCGA-EM-A2OX-01,TCGA Tumor,thyroid,THCA,-2.1394246,16.206549,30,42
TCGA-ET-A40S-01,TCGA Tumor,thyroid,THCA,-3.105897,16.91065,30,42
TCGA-DJ-A1QH-01,TCGA Tumor,thyroid,THCA,-2.032506,16.320189,30,42
TCGA-FE-A3PD-01,TCGA Tumor,thyroid,THCA,-2.8528473,17.025276,30,42
TCGA-BJ-A0ZJ-01,TCGA Tumor,thyroid,THCA,-2.9583817,17.268894,30,42
TCGA-EL-A3TA-01,TCGA Tumor,thyroid,THCA,-6.7737045,24.291555,30,42
TCGA-DJ-A13S-01,TCGA Tumor,thyroid,THCA,-3.337044,18.155603,30,42
TCGA-EM-A3FR-01,TCGA Tumor,thyroid,THCA,-2.384302,16.874178,30,42
TCGA-EM-A2CM-01,TCGA Tumor,thyroid,THCA,-3.2611039,18.28204,30,42
TCGA-EL-A3T6-11,TCGA Normal,thyroid,THCA,-6.997152,23.544144,30,42
TCGA-DJ-A3VD-01,TCGA Tumor,thyroid,THCA,0.18146233,17.533567,30,42
TCGA-EM-A4FK-01,TCGA Tumor,thyroid,THCA,-4.6534963,19.04581,30,42
TCGA-DJ-A3V3-01,TCGA Tumor,thyroid,THCA,0.21911752,17.676836,30,42
TCGA-DE-A0Y2-01,TCGA Tumor,thyroid,THCA,0.24102418,17.652628,30,42
TCGA-EM-A4FO-01,TCGA Tumor,thyroid,THCA,-2.806579,17.826235,30,42
TCGA-ET-A3BT-01,TCGA Tumor,thyroid,THCA,-1.6044397,16.533613,30,42
TCGA-EL-A3ZL-01,TCGA Tumor,thyroid,THCA,-0.17734785,16.478811,30,42
TCGA-EL-A3N3-01,TCGA Tumor,thyroid,THCA,0.06991218,16.901659,30,42
TCGA-EM-A1CW-01,TCGA Tumor,thyroid,THCA,-2.6195269,16.735695,30,42
TCGA-DJ-A2PS-01,TCGA Tumor,thyroid,THCA,-2.938262,17.489323,30,42
TCGA-EL-A3MW-01,TCGA Tumor,thyroid,THCA,-1.5962192,15.995155,30,42
TCGA-ET-A39J-01,TCGA Tumor,thyroid,THCA,-1.7125393,16.110485,30,42
TCGA-EL-A3CZ-01,TCGA Tumor,thyroid,THCA,0.013468536,17.144445,30,42
TCGA-EM-A3SY-01,TCGA Tumor,thyroid,THCA,-2.4749103,16.833677,30,42
TCGA-EL-A3MX-01,TCGA Tumor,thyroid,THCA,-0.7425891,16.25018,30,42
TCGA-EL-A3CV-01,TCGA Tumor,thyroid,THCA,-1.8557009,15.975787,30,42
TCGA-EL-A3T2-01,TCGA Tumor,thyroid,THCA,-3.0866969,17.096415,30,42
TCGA-FY-A3BL-01,TCGA Tumor,thyroid,THCA,0.024950946,16.923563,30,42
TCGA-BJ-A3PU-11,TCGA Normal,thyroid,THCA,-3.0813096,17.717688,30,42
TCGA-EM-A22O-01,TCGA Tumor,thyroid,THCA,0.015575631,16.919624,30,42
TCGA-MK-A4N7-01,TCGA Tumor,thyroid,THCA,-1.6051923,15.874794,30,42
TCGA-ET-A2N3-01,TCGA Tumor,thyroid,THCA,-2.6178596,17.438707,30,42
TCGA-H2-A2K9-01,TCGA Tumor,thyroid,THCA,-1.7192019,15.920372,30,42
TCGA-EL-A3GQ-01,TCGA Tumor,thyroid,THCA,-5.191991,22.1824,30,42
TCGA-EM-A2OV-01,TCGA Tumor,thyroid,THCA,-3.2358947,18.469376,30,42
TCGA-FY-A2QD-01,TCGA Tumor,thyroid,THCA,-3.167479,18.075256,30,42
TCGA-ET-A3DU-01,TCGA Tumor,thyroid,THCA,-1.5666915,16.553598,30,42
TCGA-FK-A3SD-01,TCGA Tumor,thyroid,THCA,-0.42999825,17.858501,30,42
TCGA-E8-A436-01,TCGA Tumor,thyroid,THCA,0.16493957,17.70993,30,42
TCGA-EM-A22L-01,TCGA Tumor,thyroid,THCA,-0.2939035,17.754492,30,42
TCGA-DJ-A3UM-01,TCGA Tumor,thyroid,THCA,-2.3617015,16.637814,30,42
TCGA-ET-A39L-01,TCGA Tumor,thyroid,THCA,-4.0571876,18.901941,30,42
TCGA-EL-A3ZO-01,TCGA Tumor,thyroid,THCA,-1.826985,16.100695,30,42
TCGA-CE-A481-01,TCGA Tumor,thyroid,THCA,-2.0199068,17.372858,30,42
TCGA-EM-A3O8-01,TCGA Tumor,thyroid,THCA,-2.6392322,17.97858,30,42
TCGA-DJ-A3UR-01,TCGA Tumor,thyroid,THCA,0.07650367,16.871815,30,42
TCGA-BJ-A4O8-01,TCGA Tumor,thyroid,THCA,-0.033331595,16.390657,30,42
TCGA-BJ-A28V-01,TCGA Tumor,thyroid,THCA,-2.9961658,17.955772,30,42
TCGA-EL-A3H8-01,TCGA Tumor,thyroid,THCA,-1.5947082,15.944185,30,42
TCGA-E8-A414-01,TCGA Tumor,thyroid,THCA,0.26803344,17.676302,30,42
TCGA-GE-A2C6-01,TCGA Tumor,thyroid,THCA,-2.0869465,16.340702,30,42
TCGA-EL-A4KI-01,TCGA Tumor,thyroid,THCA,-1.4301767,16.199736,30,42
TCGA-FE-A23A-01,TCGA Tumor,thyroid,THCA,-0.07539463,16.354925,30,42
TCGA-DJ-A4UP-01,TCGA Tumor,thyroid,THCA,-3.1597934,16.873857,30,42
TCGA-CE-A485-01,TCGA Tumor,thyroid,THCA,-2.0271468,17.374617,30,42
TCGA-DJ-A3VJ-01,TCGA Tumor,thyroid,THCA,-2.6300633,17.24548,30,42
TCGA-KS-A41J-11,TCGA Normal,thyroid,THCA,-3.1627245,18.226324,30,42
TCGA-FY-A3R6-01,TCGA Tumor,thyroid,THCA,-2.9601443,17.891401,30,42
TCGA-EL-A3N3-11,TCGA Normal,thyroid,THCA,-1.8220425,17.614056,30,42
TCGA-DJ-A2PN-01,TCGA Tumor,thyroid,THCA,-2.5249846,17.136438,30,42
TCGA-EL-A3GU-01,TCGA Tumor,thyroid,THCA,-3.054581,17.142826,30,42
TCGA-FY-A40N-01,TCGA Tumor,thyroid,THCA,-2.4283423,16.722013,30,42
TCGA-FK-A3SE-01,TCGA Tumor,thyroid,THCA,-1.9450419,16.009018,30,42
TCGA-BJ-A45E-01,TCGA Tumor,thyroid,THCA,-2.6919227,16.806452,30,42
TCGA-H2-A421-01,TCGA Tumor,thyroid,THCA,0.004089983,16.752106,30,42
TCGA-DJ-A3UZ-01,TCGA Tumor,thyroid,THCA,-2.133645,17.892979,30,42
TCGA-DJ-A4UW-01,TCGA Tumor,thyroid,THCA,-0.065302715,17.124517,30,42
TCGA-DJ-A3UW-01,TCGA Tumor,thyroid,THCA,-2.3870544,16.808733,30,42
TCGA-ET-A2MZ-01,TCGA Tumor,thyroid,THCA,0.11542637,16.427942,30,42
TCGA-ET-A40T-01,TCGA Tumor,thyroid,THCA,-2.0481744,17.378677,30,42
TCGA-DJ-A4V0-01,TCGA Tumor,thyroid,THCA,-3.0277703,16.930918,30,42
TCGA-DJ-A3UV-01,TCGA Tumor,thyroid,THCA,-2.7394936,16.626673,30,42
TCGA-ET-A3DS-01,TCGA Tumor,thyroid,THCA,-2.6804597,17.265158,30,42
TCGA-EM-A22P-01,TCGA Tumor,thyroid,THCA,-1.6661247,15.949281,30,42
TCGA-ET-A3BV-01,TCGA Tumor,thyroid,THCA,-1.6369252,16.437002,30,42
TCGA-CE-A27D-01,TCGA Tumor,thyroid,THCA,-2.7012427,17.384554,30,42
TCGA-EL-A4JW-01,TCGA Tumor,thyroid,THCA,-2.9561043,17.162325,30,42
TCGA-BJ-A3EZ-01,TCGA Tumor,thyroid,THCA,0.07550352,16.448818,30,42
TCGA-EL-A3H7-11,TCGA Normal,thyroid,THCA,-0.31471205,17.48657,30,42
TCGA-J8-A3O0-01,TCGA Tumor,thyroid,THCA,-2.6504319,16.83687,30,42
TCGA-BJ-A2NA-01,TCGA Tumor,thyroid,THCA,0.0593411,17.023554,30,42
TCGA-BJ-A0ZG-01,TCGA Tumor,thyroid,THCA,-0.30203503,17.731512,30,42
TCGA-EM-A1CU-01,TCGA Tumor,thyroid,THCA,-2.101207,16.44973,30,42
TCGA-ET-A2N5-01,TCGA Tumor,thyroid,THCA,-2.23979,16.55319,30,42
TCGA-FY-A3NP-01,TCGA Tumor,thyroid,THCA,-0.33965063,17.677374,30,42
TCGA-BJ-A28R-11,TCGA Normal,thyroid,THCA,-1.9346919,17.697376,30,42
TCGA-EM-A1CV-11,TCGA Normal,thyroid,THCA,-0.259543,17.394953,30,42
TCGA-FK-A3S3-01,TCGA Tumor,thyroid,THCA,-2.0402334,17.370485,30,42
TCGA-EL-A3T8-01,TCGA Tumor,thyroid,THCA,-1.5275481,15.888965,30,42
TCGA-EM-A3ST-01,TCGA Tumor,thyroid,THCA,-0.3657421,16.740114,30,42
TCGA-DJ-A2Q7-01,TCGA Tumor,thyroid,THCA,0.116071545,16.92295,30,42
TCGA-EM-A4G1-01,TCGA Tumor,thyroid,THCA,-3.0373447,16.891323,30,42
TCGA-DJ-A2PR-01,TCGA Tumor,thyroid,THCA,0.07778774,16.639368,30,42
TCGA-ET-A39K-01,TCGA Tumor,thyroid,THCA,-1.4325688,16.29247,30,42
TCGA-BJ-A28Z-01,TCGA Tumor,thyroid,THCA,-1.7383189,16.121344,30,42
TCGA-IM-A420-01,TCGA Tumor,thyroid,THCA,-1.9451684,16.206316,30,42
TCGA-EL-A4K1-01,TCGA Tumor,thyroid,THCA,-0.39508098,16.338692,30,42
TCGA-DJ-A3VK-01,TCGA Tumor,thyroid,THCA,0.08860113,16.975266,30,42
TCGA-EL-A4KD-01,TCGA Tumor,thyroid,THCA,-3.9250748,18.647596,30,42
TCGA-EL-A3GZ-11,TCGA Normal,thyroid,THCA,-3.0940347,17.104471,30,42
TCGA-KS-A4I7-01,TCGA Tumor,thyroid,THCA,-1.6074744,16.509336,30,42
TCGA-CE-A13K-01,TCGA Tumor,thyroid,THCA,-2.5729308,17.032042,30,42
TCGA-EM-A1CT-01,TCGA Tumor,thyroid,THCA,0.049448285,17.434187,30,42
TCGA-KS-A41L-11,TCGA Normal,thyroid,THCA,-0.2615743,17.732069,30,42
TCGA-FE-A233-01,TCGA Tumor,thyroid,THCA,-1.9943779,17.443682,30,42
TCGA-CE-A3MD-01,TCGA Tumor,thyroid,THCA,-0.11662592,16.369352,30,42
TCGA-EL-A3T0-11,TCGA Normal,thyroid,THCA,-2.6658251,17.081879,30,42
TCGA-J8-A42S-01,TCGA Tumor,thyroid,THCA,0.008144919,17.095667,30,42
TCGA-DJ-A3UO-01,TCGA Tumor,thyroid,THCA,0.12301142,17.03132,30,42
TCGA-BJ-A45K-01,TCGA Tumor,thyroid,THCA,-2.226841,17.263876,30,42
TCGA-E3-A3E1-01,TCGA Tumor,thyroid,THCA,-3.1024253,17.024931,30,42
TCGA-EM-A22J-01,TCGA Tumor,thyroid,THCA,-3.1823547,16.889046,30,42
TCGA-MK-A84Z-01,TCGA Tumor,thyroid,THCA,0.1367216,17.046324,30,42
TCGA-FY-A40M-01,TCGA Tumor,thyroid,THCA,-1.9558994,16.279993,30,42
TCGA-FY-A3I5-01,TCGA Tumor,thyroid,THCA,-2.788682,17.91833,30,42
TCGA-J8-A3YG-01,TCGA Tumor,thyroid,THCA,-2.419522,16.688875,30,42
TCGA-EM-A4FU-01,TCGA Tumor,thyroid,THCA,0.26820898,17.728302,30,42
TCGA-DO-A1JZ-11,TCGA Normal,thyroid,THCA,-2.7975457,17.786983,30,42
TCGA-ET-A3DR-01,TCGA Tumor,thyroid,THCA,-2.5618343,17.137571,30,42
TCGA-KS-A41F-01,TCGA Tumor,thyroid,THCA,-1.1863539,16.205969,30,42
TCGA-KS-A41I-01,TCGA Tumor,thyroid,THCA,-0.64535457,16.346,30,42
TCGA-BJ-A2N7-01,TCGA Tumor,thyroid,THCA,-3.2328477,18.29723,30,42
TCGA-EM-A1CV-01,TCGA Tumor,thyroid,THCA,-1.9609544,16.32065,30,42
TCGA-FK-A3SB-01,TCGA Tumor,thyroid,THCA,0.055039227,16.428371,30,42
TCGA-FE-A230-01,TCGA Tumor,thyroid,THCA,-2.943277,17.132706,30,42
TCGA-EM-A1CS-01,TCGA Tumor,thyroid,THCA,-2.4667435,16.574467,30,42
TCGA-DJ-A13V-01,TCGA Tumor,thyroid,THCA,0.052289978,16.40319,30,42
TCGA-J8-A3O1-01,TCGA Tumor,thyroid,THCA,-2.9404542,17.440178,30,42
TCGA-DO-A1K0-01,TCGA Tumor,thyroid,THCA,-3.0086708,17.28634,30,42
TCGA-EM-A1YE-01,TCGA Tumor,thyroid,THCA,-2.2913353,18.093897,30,42
TCGA-BJ-A0ZB-01,TCGA Tumor,thyroid,THCA,-2.496271,16.797558,30,42
TCGA-ET-A3BN-01,TCGA Tumor,thyroid,THCA,-1.9223826,17.399141,30,42
TCGA-FE-A237-01,TCGA Tumor,thyroid,THCA,-1.8245369,17.145079,30,42
TCGA-DE-A3KN-01,TCGA Tumor,thyroid,THCA,-3.1292937,16.709106,30,42
TCGA-EM-A4FV-01,TCGA Tumor,thyroid,THCA,-2.385497,16.855154,30,42
TCGA-DJ-A3US-01,TCGA Tumor,thyroid,THCA,-3.1859367,17.01074,30,42
TCGA-EL-A3MY-01,TCGA Tumor,thyroid,THCA,-1.8649273,16.01591,30,42
TCGA-EM-A3FK-01,TCGA Tumor,thyroid,THCA,-1.8007321,15.935944,30,42
TCGA-H2-A3RI-11,TCGA Normal,thyroid,THCA,-2.942416,17.984959,30,42
TCGA-ET-A40R-01,TCGA Tumor,thyroid,THCA,-0.15668884,17.197071,30,42
TCGA-DJ-A4UR-01,TCGA Tumor,thyroid,THCA,-3.0957868,16.713907,30,42
TCGA-DJ-A2Q9-01,TCGA Tumor,thyroid,THCA,-1.5104872,15.826082,30,42
TCGA-EL-A3ZH-11,TCGA Normal,thyroid,THCA,-0.17874324,17.624027,30,42
TCGA-EL-A3ZO-11,TCGA Normal,thyroid,THCA,-0.045957137,17.124662,30,42
TCGA-ET-A3DV-01,TCGA Tumor,thyroid,THCA,-2.6044545,17.991474,30,42
TCGA-DJ-A3V8-01,TCGA Tumor,thyroid,THCA,-4.272558,18.89455,30,42
TCGA-EM-A3AO-01,TCGA Tumor,thyroid,THCA,-0.2717876,16.47738,30,42
TCGA-KS-A4IB-01,TCGA Tumor,thyroid,THCA,-7.0591035,24.373747,30,42
TCGA-EM-A3SZ-01,TCGA Tumor,thyroid,THCA,-2.193911,16.524239,30,42
TCGA-FK-A3SH-01,TCGA Tumor,thyroid,THCA,-1.420508,16.095984,30,42
TCGA-E8-A415-01,TCGA Tumor,thyroid,THCA,-0.2218134,17.354115,30,42
TCGA-DJ-A3V7-01,TCGA Tumor,thyroid,THCA,-2.319362,16.732195,30,42
TCGA-ET-A39T-01,TCGA Tumor,thyroid,THCA,-2.7709982,17.841879,30,42
TCGA-BJ-A28W-11,TCGA Normal,thyroid,THCA,-2.5972157,17.86081,30,42
TCGA-DE-A0XZ-01,TCGA Tumor,thyroid,THCA,-1.9679648,16.229248,30,42
TCGA-BJ-A2P4-01,TCGA Tumor,thyroid,THCA,0.26916903,17.661686,30,42
TCGA-DJ-A2PO-01,TCGA Tumor,thyroid,THCA,-1.7437303,17.239859,30,42
TCGA-FY-A3R8-01,TCGA Tumor,thyroid,THCA,0.07538764,16.388802,30,42
TCGA-EM-A1YD-01,TCGA Tumor,thyroid,THCA,-2.9039056,17.938568,30,42
TCGA-J8-A3YF-01,TCGA Tumor,thyroid,THCA,-1.5822897,15.9818735,30,42
TCGA-E8-A3X7-01,TCGA Tumor,thyroid,THCA,-1.9864203,16.484291,30,42
TCGA-EL-A3H2-01,TCGA Tumor,thyroid,THCA,-1.7982663,17.571959,30,42
TCGA-EL-A3ZQ-01,TCGA Tumor,thyroid,THCA,-1.1983827,16.14628,30,42
TCGA-EM-A2P3-01,TCGA Tumor,thyroid,THCA,-1.629179,16.634268,30,42
TCGA-EL-A3ZR-01,TCGA Tumor,thyroid,THCA,-7.3122435,24.165833,30,42
TCGA-FE-A231-01,TCGA Tumor,thyroid,THCA,-0.15258005,17.135103,30,42
TCGA-EL-A3D4-01,TCGA Tumor,thyroid,THCA,-1.7937838,17.317858,30,42
TCGA-DJ-A1QD-01,TCGA Tumor,thyroid,THCA,0.07861761,17.022896,30,42
TCGA-L6-A4EQ-01,TCGA Tumor,thyroid,THCA,-1.5486832,16.137913,30,42
TCGA-H2-A3RI-01,TCGA Tumor,thyroid,THCA,-2.813714,16.816366,30,42
TCGA-EL-A3ZP-11,TCGA Normal,thyroid,THCA,0.23378795,17.69675,30,42
TCGA-EL-A3ZT-01,TCGA Tumor,thyroid,THCA,0.1434501,16.448338,30,42
TCGA-BJ-A28X-01,TCGA Tumor,thyroid,THCA,-3.0630348,17.122047,30,42
TCGA-ET-A39S-01,TCGA Tumor,thyroid,THCA,-2.0106683,17.615654,30,42
TCGA-DE-A4MC-01,TCGA Tumor,thyroid,THCA,-2.8389206,17.022743,30,42
TCGA-E8-A419-01,TCGA Tumor,thyroid,THCA,-1.835671,16.246992,30,42
TCGA-DJ-A3V9-01,TCGA Tumor,thyroid,THCA,-2.5319734,17.129385,30,42
TCGA-EM-A3OA-01,TCGA Tumor,thyroid,THCA,-3.7228823,18.556923,30,42
TCGA-EL-A3ZG-11,TCGA Normal,thyroid,THCA,-1.7755579,17.503744,30,42
TCGA-IM-A3ED-01,TCGA Tumor,thyroid,THCA,-1.8892725,15.969203,30,42
TCGA-L6-A4EU-01,TCGA Tumor,thyroid,THCA,-1.7195241,17.151665,30,42
TCGA-DJ-A2Q6-01,TCGA Tumor,thyroid,THCA,0.10857209,16.448563,30,42
TCGA-ET-A40Q-01,TCGA Tumor,thyroid,THCA,-0.019079193,16.365162,30,42
TCGA-EL-A3ZM-11,TCGA Normal,thyroid,THCA,-2.6574473,17.925827,30,42
TCGA-BJ-A0ZF-01,TCGA Tumor,thyroid,THCA,-2.587349,17.174915,30,42
TCGA-DJ-A3VE-01,TCGA Tumor,thyroid,THCA,-1.8252181,16.003847,30,42
TCGA-DJ-A4UT-01,TCGA Tumor,thyroid,THCA,-2.5499659,17.077122,30,42
TCGA-EM-A2CU-01,TCGA Tumor,thyroid,THCA,0.14593773,16.523748,30,42
TCGA-E8-A44K-01,TCGA Tumor,thyroid,THCA,-0.07457797,16.40046,30,42
TCGA-EL-A3CM-01,TCGA Tumor,thyroid,THCA,-1.9420213,16.100748,30,42
TCGA-KS-A4ID-01,TCGA Tumor,thyroid,THCA,-0.1841805,17.10592,30,42
TCGA-ET-A3DT-01,TCGA Tumor,thyroid,THCA,-2.4966474,16.807116,30,42
TCGA-FE-A3PC-01,TCGA Tumor,thyroid,THCA,-0.5897147,16.324514,30,42
TCGA-ET-A3DP-11,TCGA Normal,thyroid,THCA,-2.8252738,17.35376,30,42
TCGA-EM-A1CS-11,TCGA Normal,thyroid,THCA,-3.0008461,17.986782,30,42
TCGA-BJ-A45C-01,TCGA Tumor,thyroid,THCA,-2.504814,16.886473,30,42
TCGA-FE-A3PB-01,TCGA Tumor,thyroid,THCA,-0.039732322,16.417889,30,42
TCGA-EM-A1CT-11,TCGA Normal,thyroid,THCA,-0.28218952,17.397999,30,42
TCGA-BJ-A45G-01,TCGA Tumor,thyroid,THCA,-3.9643989,18.767641,30,42
TCGA-FY-A3RA-01,TCGA Tumor,thyroid,THCA,-2.645383,17.22297,30,42
TCGA-DE-A69K-01,TCGA Tumor,thyroid,THCA,-1.6205887,15.858133,30,42
TCGA-DJ-A3UU-01,TCGA Tumor,thyroid,THCA,-2.5094528,16.978577,30,42
TCGA-DJ-A2PY-01,TCGA Tumor,thyroid,THCA,0.14816979,16.468346,30,42
TCGA-BJ-A3PR-11,TCGA Normal,thyroid,THCA,-5.909588,21.958107,30,42
TCGA-EM-A2CT-01,TCGA Tumor,thyroid,THCA,-3.211232,18.451542,30,42
TCGA-EM-A3OB-01,TCGA Tumor,thyroid,THCA,-3.1740518,18.486286,30,42
TCGA-EM-A3AI-01,TCGA Tumor,thyroid,THCA,-2.8739972,18.06273,30,42
TCGA-EM-A2CP-01,TCGA Tumor,thyroid,THCA,-2.685002,17.412064,30,42
TCGA-BJ-A2N9-11,TCGA Normal,thyroid,THCA,-2.997174,16.844969,30,42
TCGA-DE-A4MA-01,TCGA Tumor,thyroid,THCA,-1.3493638,16.056896,30,42
TCGA-E8-A417-01,TCGA Tumor,thyroid,THCA,-6.7898903,24.178965,30,42
TCGA-EM-A2P2-01,TCGA Tumor,thyroid,THCA,-1.5663768,16.512316,30,42
TCGA-FY-A3I4-01,TCGA Tumor,thyroid,THCA,-3.0871756,17.56965,30,42
TCGA-DJ-A1QQ-01,TCGA Tumor,thyroid,THCA,-1.8917209,17.255709,30,42
TCGA-DJ-A3VG-01,TCGA Tumor,thyroid,THCA,-0.18850076,17.697044,30,42
TCGA-EM-A4FN-01,TCGA Tumor,thyroid,THCA,-1.3034197,16.22441,30,42
TCGA-EL-A4JX-01,TCGA Tumor,thyroid,THCA,-1.6344182,16.702696,30,42
TCGA-EL-A3N2-01,TCGA Tumor,thyroid,THCA,-1.800318,16.210718,30,42
TCGA-KS-A4I5-01,TCGA Tumor,thyroid,THCA,-1.4682117,16.088753,30,42
TCGA-EL-A3T1-01,TCGA Tumor,thyroid,THCA,-1.9281874,16.07525,30,42
TCGA-EL-A3GR-01,TCGA Tumor,thyroid,THCA,0.15362164,16.483067,30,42
TCGA-EM-A2P1-01,TCGA Tumor,thyroid,THCA,-1.7182559,16.07601,30,42
TCGA-H2-A3RH-01,TCGA Tumor,thyroid,THCA,-2.256457,18.053585,30,42
TCGA-EL-A3CT-01,TCGA Tumor,thyroid,THCA,-1.9190707,15.947409,30,42
TCGA-ET-A25M-01,TCGA Tumor,thyroid,THCA,-2.4686675,16.590662,30,42
TCGA-EL-A3CU-01,TCGA Tumor,thyroid,THCA,0.06682293,16.588173,30,42
TCGA-FY-A40K-01,TCGA Tumor,thyroid,THCA,-1.6725342,16.141445,30,42
TCGA-EL-A3D6-01,TCGA Tumor,thyroid,THCA,-0.0010390619,16.630642,30,42
TCGA-DJ-A1QM-01,TCGA Tumor,thyroid,THCA,-1.7922649,17.550636,30,42
TCGA-EM-A4FR-01,TCGA Tumor,thyroid,THCA,-1.5403715,16.46178,30,42
TCGA-ET-A3BQ-01,TCGA Tumor,thyroid,THCA,-1.5864601,15.841211,30,42
TCGA-BJ-A0Z9-01,TCGA Tumor,thyroid,THCA,-1.8120444,15.987293,30,42
TCGA-BJ-A0ZH-01,TCGA Tumor,thyroid,THCA,-3.0053546,17.104216,30,42
TCGA-ET-A25I-01,TCGA Tumor,thyroid,THCA,-2.3328505,16.6203,30,42
TCGA-BJ-A0Z0-01,TCGA Tumor,thyroid,THCA,-2.9088254,17.854034,30,42
TCGA-EL-A3T6-01,TCGA Tumor,thyroid,THCA,-2.5338867,17.063652,30,42
TCGA-EL-A3CS-01,TCGA Tumor,thyroid,THCA,-2.9703915,17.211473,30,42
TCGA-E8-A434-01,TCGA Tumor,thyroid,THCA,-2.0984035,17.921774,30,42
TCGA-EM-A4FH-01,TCGA Tumor,thyroid,THCA,-2.9578135,18.12973,30,42
TCGA-BJ-A18Z-01,TCGA Tumor,thyroid,THCA,-2.5483317,16.68087,30,42
TCGA-DJ-A1QI-01,TCGA Tumor,thyroid,THCA,-1.5526518,16.451485,30,42
TCGA-E8-A2EA-01,TCGA Tumor,thyroid,THCA,0.07542712,16.395716,30,42
TCGA-FY-A4B0-01,TCGA Tumor,thyroid,THCA,-2.283584,16.603054,30,42
TCGA-EM-A3AL-01,TCGA Tumor,thyroid,THCA,-0.45557186,17.871035,30,42
TCGA-EL-A3ZN-01,TCGA Tumor,thyroid,THCA,-1.9518402,17.263483,30,42
TCGA-DJ-A2Q4-01,TCGA Tumor,thyroid,THCA,0.1026998,16.612791,30,42
TCGA-FY-A3NN-01,TCGA Tumor,thyroid,THCA,-2.8794467,17.327866,30,42
TCGA-H2-A26U-01,TCGA Tumor,thyroid,THCA,-1.8689307,16.220346,30,42
TCGA-EM-A2CK-01,TCGA Tumor,thyroid,THCA,-2.657063,17.958036,30,42
TCGA-BJ-A45I-01,TCGA Tumor,thyroid,THCA,0.04929452,16.552198,30,42
TCGA-DJ-A2PU-01,TCGA Tumor,thyroid,THCA,0.014803381,16.451963,30,42
TCGA-DJ-A3VL-01,TCGA Tumor,thyroid,THCA,-2.983097,16.646732,30,42
TCGA-EL-A3H1-11,TCGA Normal,thyroid,THCA,-2.6225138,18.179869,30,42
TCGA-DJ-A13L-01,TCGA Tumor,thyroid,THCA,-1.616473,16.120634,30,42
TCGA-L6-A4EP-01,TCGA Tumor,thyroid,THCA,-0.22997887,16.352642,30,42
TCGA-DJ-A3UK-01,TCGA Tumor,thyroid,THCA,0.015370824,16.492823,30,42
TCGA-FY-A4B3-01,TCGA Tumor,thyroid,THCA,-1.8176467,16.188633,30,42
TCGA-EL-A4K0-01,TCGA Tumor,thyroid,THCA,0.05169328,16.445663,30,42
TCGA-DJ-A2PZ-01,TCGA Tumor,thyroid,THCA,-1.6872529,17.330542,30,42
TCGA-FY-A3R9-01,TCGA Tumor,thyroid,THCA,-3.027047,18.021206,30,42
TCGA-EL-A3GS-01,TCGA Tumor,thyroid,THCA,-2.0858378,17.42833,30,42
TCGA-FY-A3YR-01,TCGA Tumor,thyroid,THCA,-2.373798,16.770607,30,42
TCGA-BJ-A4O9-01,TCGA Tumor,thyroid,THCA,-2.0377686,17.377085,30,42
TCGA-EM-A3FL-01,TCGA Tumor,thyroid,THCA,-2.1107929,17.752243,30,42
TCGA-DJ-A3VF-01,TCGA Tumor,thyroid,THCA,0.06401786,16.485418,30,42
TCGA-EL-A3TA-11,TCGA Normal,thyroid,THCA,-0.16906168,17.446672,30,42
